screenname,tweet,key
@tantantankouji,"#名刺代わりの小説10選
銀河鉄道の夜(宮澤賢治)
点と線(松本清張)
わたしが棄てた女(遠藤周作)
氷点(三浦綾子)
人間の証明(森村誠一)
こちらニッポン(小松左京)
神の火(高村薫)
火車(宮部みゆき)
球形の季節(恩田陸)
飛ぶ教室(ケストナー)",2020-05-19_21:00:00
@TKOviLYjmLafwT2,"#名刺代わりの小説10選
■女の一生■アラミスと呼ばれた女■ゆめつげ■村上海賊の娘■童の神

《子どもの頃に読んだ本が今も変わらず好きです》
■はてしない物語■魔女の宅急便■精霊の守り人■魔法使いが落ちてきた夏■霧のむこうの不思議な町",2020-05-19_21:00:00
@Minase_write,"#名刺代わりの小説10選
小説の神様/相沢沙呼
君は月夜に光輝く/佐野徹夜
チョコレートコスモス/恩田陸
海の見える理髪店/荻原浩
また、同じ夢を見ていた/住野よる
アヒルと鴨のコインロッカー/伊坂幸太郎
デーミアン/ヘッセ
Another/綾辻行人
贖罪/湊かなえ
子どもたちは夜と遊ぶ/辻村深月",2020-05-19_21:00:00
@p9S05CSENiSX6L2,"#名刺代わりの小説10選
精霊の守り人/上橋菜穂子
クビキリサイクル/西尾維新
雷の季節の終わりに/恒川光太郎
また同じ夢を見ていた/住野よる
4TEEN/石田衣良
こころ/夏目漱石
キノの旅/時雨沢恵一
世界から猫が消えたなら/川村元気
西の魔女が死んだ/梨木香歩
ヴァイオレット・エヴァーガーデン/暁佳奈",2020-05-19_21:00:00
@yuugiri_104,"象を抱いて猫と泳ぐ/小川洋子
新世界より/貴志祐介
葬送/平野啓一郎
半島を出よ/村上龍
異邦人/アルベール・カミュ
ライ麦畑でつかまえて/サリンジャー
かもめのジョナサン/リチャード・バック
流域へ/李恢成
高野聖/泉鏡花
忍法忠臣蔵/山田風太郎
#名刺代わりの小説10選",2020-05-19_21:00:00
@MatumiReizi,"#名刺代わりの小説10選
#読書好きな人と繋がりたい 
桜風堂ものがたり/村山早紀
十二国記/小野不由美
線は、僕を描く/砥上裕將
怪盗探偵山猫/神永学
作家アリス/有栖川有栖
准教授・高槻彰良の推察/澤村御影
S&M/森博嗣
遺跡発掘師は笑わない/桑原水菜
八咫烏/阿部智里
楯岡絵麻/佐藤青南",2020-05-19_21:00:00
@sotangitsune,"#名刺代わりの小説10選
孤独の発明/P・オースター
終わりの感覚/J・バーンズ
葬送/平野啓一郎
出家とその弟子/倉田百三
雪沼とその周辺/堀江敏幸
告白/町田康
コルシア書店の仲間たち/須賀敦子
HHhH プラハ、1942年/L・ビネ
別れを告げに来た男/ B・フリーマントル
絵本ネコ学百科/F・シュワッブ",2020-05-19_21:00:00
@pasakanae,"家族八景　筒井康隆
俗物図鑑　筒井康隆
女坂　円地文子
言い寄る　田辺聖子
空色勾玉　荻原規子
天使の囀り　貴志祐介
痴人の愛　谷崎潤一郎
寡黙な死骸、みだらな弔い　小川洋子
人間失格　太宰治

 #名刺代わりの小説10選

夜中の薔薇　向田邦子
丸かじりシリーズ　東海林さだお",2020-05-19_21:00:00
@Nob1_game,"魍魎の匣 京極夏彦
セーラー服と機関銃 赤川次郎
少女七竈と七人の可愛そうな大人 桜庭一樹
ミレニアム スティーグ・ラーソン
春琴抄 谷崎潤一郎
屋根裏の散歩者 江戸川乱歩
せどり男爵数奇譚 梶山季之
悪夢探偵 塚本晋也
羊たちの沈黙 トマス・ハリス
氷菓 米澤穂信
 #名刺代わりの小説10選
良きタグ!",2020-10-03_03:00:00
@honnihasamu_yo,"#名刺代わりの小説10選 

・あおい/西加奈子
・こうふくあかの/西加奈子
・さくら/西加奈子
・レインツリーの国/有川浩
・にじいろガーデン/小川糸
・蝶々喃々/小川糸
・猫を抱いて象と泳ぐ/小川洋子
・プリンセスダイアリー/メグキャボット",2020-06-06_15:00:00
@qo_dwo,"#名刺代わりの小説10選

ディスコ探偵水曜日／舞城王太郎
魔女の子供はやってこない／矢部嵩
歯車／芥川龍之介
ドグラ・マグラ／夢野久作
ソドム百二十日／サド
眼球譚／バタイユ
不滅／クンデラ
異邦人／カミュ
二十日鼠と人間／スタインベック
ヴァインランド／ピンチョン",2020-06-06_15:00:00
@yuri_1128a,"流星の絆/東野圭吾
輝く夜/百田尚樹
箱庭図書館/乙一
羊と鋼の森/宮下奈都
博士の愛した数式/小川洋子
ツバキ文具店/小川糸
かたみ歌/朱川湊人
神様のカルテ/夏川草介
青の数学/王城夕紀
日の名残り/カズオ・イシグロ

#名刺代わりの小説10選
(随時更新)",2020-06-06_15:00:00
@shuminohakidame,"#名刺代わりの小説10選 で検索して、あ、嗜好にてそうって人片っ端からフォローしてます🙇
「あーそれも好きだった」とか、「それ気になってた本！」とか、「面白そう！」がたくさん見つかってわくわくしちゃうな
趣味垢の本領発揮👏",2020-06-06_15:00:00
"Replying to
          @shuminohakidame","まほろ駅前多田便利軒/三浦しをん
風が強く吹いている/三浦しをん
凍りのくじら/辻村深月
あすなろ三三七拍子/重松清
トーキョー・クロスロード/濱野京子
君の膵臓をたべたい/住野よる
重力ピエロ/伊坂幸太郎
百瀬、こっちを向いて。/中田永一
→続く
#名刺代わりの小説10選",2020-06-06_15:00:00
@shuminohakidame,"#名刺代わりの小説10選
十二国記/小野不由美
ゴーストハント/小野不由美
時計坂の家/高楼方子
ささやかな魔法の物語/村山早紀
悼む人/天童荒太
守り人シリーズ/上橋菜穂子
夜のピクニック/恩田陸
風が強く吹いている/三浦しをん
パスワードシリーズ/松原秀行
ブレイブ・ストーリー/宮部みゆき",2020-06-06_15:00:00
@chanoyama66,"#名刺代わりの小説10選
罪と罰　
風の歌を聴け　
海辺のカフカ　
彼岸過迄　
流刑地にて
変身
キャッチャー・イン・ザ・ライ
グレイトギャッビー
ネコソギラジカル
月光の東",2018-12-23_15:00:00
@sororne,"#名刺代わりの小説10選
舞城王太郎『阿修羅ガール』『ディスコ探偵水曜日』
古野まほろ『天帝のはしたなき果実』
有間カオル『魔法使いのハーブティー』
神世希『神戯 』
森博嗣『すべてがFになる』
竹宮ゆゆこ『とらドラ！』
新井素子『扉を開けて』
京極夏彦『魍魎の匣』
清涼院流水『カーニバル』",2018-10-07_21:00:00
@OeNGnPrkF3c0ifg,"#名刺代わりの小説10選
空色勾玉
この世界の片隅に
鹿男
図書館戦争
世界地図の下書き
僕だけの山の家
その他の外国語エトセトラ
ガソリン生活
MAPS 
あるかしら書店

児童書も結構あるなぁ",2018-10-07_21:00:00
@m_m_m_9262,#名刺代わりの小説10選 pic.twitter.com/hZGef06l9f,2019-08-11_09:00:00
@kazetsuyokabe,"先日フォロワーさんの本の中に懐かしい名前があって感化されたのでやってみました。

#名刺代わりの小説10選 pic.twitter.com/jhScrXb2cx",2019-08-11_09:00:00
@oganashi,"#名刺代わりの小説10選

妖怪アパートの幽雅な日常/香月日輪
大江戸妖怪かわら版/香月日輪
びんぼう草/群ようこ
かもめ食堂/群ようこ
心霊探偵八雲/神永学
娼年/石田衣良
和菓子のアン/逆木司

お気に入り10冊もなかった🤔",2019-08-11_09:00:00
@kitatanuki5Pon,"夢十夜／夏目漱石
ダルタニャン物語 ／アレクサンダー・デュマ
死者の書／  折口信夫
ボッコちゃん／ 星新一
項羽と劉邦／  司馬遼太郎
ロランの歌／  作者不詳(フランス)
高丘親王航海記／  澁澤龍彦
三国志／  吉川英治
補陀落渡海記／  井上靖
高熱隧道／  吉村昭

#名刺代わりの小説10選",2019-08-11_09:00:00
@spring0423y,"自分の10選を書き起こし。
楽しいけれど、なかなか時間かかる、、、

 #名刺代わりの小説10選 pic.twitter.com/Pee4TADHBL",2020-05-31_21:00:00
@KK2PANTS,"#名刺代わりの小説10選
コインロッカー・ベイビーズ/村上龍
昭和歌謡大全集/村上龍
半島を出よ/村上龍
残虐記/桐野夏生
リアルワールド/桐野夏生
粘膜人間/飴村行
疾走/重松清
絶叫/葉真中顕
不幸論/中島義道
卒業式まで死にません/南条あや",2020-05-31_21:00:00
@ryuto_ioribe,"#名刺代わりの小説10選
水銀虫/朱川湊人
harmony、虐殺器官/伊藤計劃
1984年/ジョージ・オーウェル
アンドロイドは電気羊の夢を見るか?/F・K・ディック
すばらしい新世界/オルダス・ハクスリー
生命式/村田沙耶香
わたしを離さないで/カズオ・イシグロ
鏡地獄/江戸川乱歩
仄暗い水の底から/鈴木光司",2020-05-31_21:00:00
@dou79079911,"こんにちはdouと申します！年間300程度読みます！

1箱男　
2すばらしい新世界
3星を継ぐもの
4午後の曳航
5ゴールデンスランバー
6蜂蜜と遠雷
7異邦人
8天地明察
9ガダラの豚
10.sixtynine

どうぞ、よろしくお願いします！

#名刺代わりの小説10選
#読書好きな人と繋がりたい
#読書垢",2019-05-26_09:00:00
@thunfisch_book,"とぅーんのえさ（確実に反応するツイート）

フォロワーさん何人達成！
ブログ更新しました
読書垢はじめました
リプ
#読了
#名刺代わりの小説10選 

ここらへんみると大体反応します✨",2019-05-26_09:00:00
@kntn_Laurant,"#名刺代わりの小説10選
『ぼぎわんが、来る』澤村伊智
『どこの家にも怖いものはいる』三津田信三
『Q&A』恩田陸
『人魚ノ肉』木下昌輝
『火のないところに煙は』芦沢央
『嗤う伊右衛門』京極夏彦
『某には策があり申す』谷津矢車
『屍人荘の殺人』今村昌弘
『残穢』小野不由美
『深泥丘奇談』綾辻行人",2019-05-26_09:00:00
@kntn_Laurant,"#名刺代わりの小説10選
学生時代に読んだ作品

『向日葵の咲かない夏』道尾秀介
『ハーモニー』伊藤計劃
『眼球奇譚』綾辻行人
『悪の教典』貴志祐介
『玩具修理者』小林泰三
『オーデュボンの祈り』伊坂幸太郎
『リング』鈴木光司
『羅生門』芥川龍之介
『春琴抄』谷崎潤一郎
『枯木灘』中上健次",2019-05-26_09:00:00
@bawzo_06,"･紫式部の欲望/酒井順子
･辺境図書館/皆川博子
･百年の孤独/ガルシア･マルケス
･薔薇の名前/ウンベルト･エーコ
･火曜クラブ/アガサ･クリスティー
･香水/パトリック･ジュースキント
･氷/アンナ･カヴァン

#名刺代わりの小説10選
#読書
#読書好きな人と繋がりたい",2019-05-26_09:00:00
"Replying to
          @bawzo_06","#名刺代わりの小説10選

なぎさホテル/伊集院静
コンビニ人間/村田沙耶香
君の膵臓をたべたい/住野よる
最後の家族/村上龍
色彩を持たない多崎つくると、彼の巡礼の年/村上春樹
Aではない君と/薬丸岳
脳男/首藤瓜於
決壊/平野啓一郎
ジェノサイド/高野和明
容疑者Xの献身/東野圭吾",2019-05-26_09:00:00
@akira_mouhuda,"抒情歌/川端康成
青い海黒い海/川端康成
千羽鶴/川端康成
花園の思想/横光利一
陰影礼賛/谷崎潤一郎
天守物語/泉鏡花
月に吠える/萩原朔太郎
山羊の歌/中原中也
乾山晩愁/葉室麟
老いたるえびのうた/室生犀星
#名刺代わりの小説10選",2018-05-29_21:00:00
@RbooksO,"#名刺代わりの小説10選
夜のピクニック 恩田陸
夜は短し歩けよ乙女 森見登美彦
かくしごと 住野よる
ぼくらの七日間戦争 宗田理
死神の精度 伊坂幸太郎
ソロモンの偽証 宮部みゆき
氷菓 米澤穂信
海辺のカフカ 村上春樹
きよしこ 重松清
ツナグ 辻村深月",2018-05-29_21:00:00
@Nkym1992,"#名刺代わりの小説10選
われはﾛﾎﾞｯﾄ(ｱｲｻﾞｯｸ・ｱｼﾓﾌ)
妙なる技の乙女たち(小川一水)
ｽﾛｳﾊｲﾂの神様
西遊記(福音館)
ﾎﾞｯｺちゃん
ﾌﾞﾚｲﾌﾞ・ｽﾄｰﾘｰ
ﾊﾘｰ・ﾎﾟｯﾀｰとｱｽﾞｶﾊﾞﾝの囚人
キノの旅
夜は短し歩けよ乙女
ｱﾝｿﾆｰ～はまなす写真館の物語～",2018-05-29_21:00:00
@wasab_daihon,"・銀河鉄道の夜
・からくり夢時計
・犬神家の一族
・グスコーブドリの伝記
・セロ弾きのゴーシュ
・ポケットにライ麦を
・羅生門
・高瀬舟
・赤毛連盟
・阿部一族

 #名刺代わりの小説10選",2018-05-29_21:00:00
@stjj_a,"#名刺代わりの小説10選

山月記/中島敦
高瀬舟/森鴎外
スコットランドヤードゲーム/野島伸司
ホテルジューシー/坂木司
和菓子のアン/坂木司
青空の卵/坂木司
ロング・バケーション/北川悦吏子
ビューティフル・ライフ/北川悦吏子
白銀ジャック/東野圭吾
ゴールデンスランバー/伊坂幸太郎

難しい。",2018-05-29_21:00:00
@kklove0717,"#名刺代わりの小説10選
南総里見八犬伝／滝沢馬琴
海の底／有川浩
キケン／同
図書館戦争／同
ヴェニスの商人／シェイクスピア
ハリポタ／J.K.ローリング
怪盗紳士／ルブラン原作、南洋一郎訳
封神演義／許仲琳編、渡辺仙州訳
ナルニア国物語／C.S.ルイス
そして誰もいなくなった／アガサクリスティ",2018-05-29_21:00:00
@sugar_merenge,"#名刺代わりの小説10選
D坂の殺人事件/江戸川乱歩
心理実験/''
二銭銅貨/''
何者/''
地獄の道化師/''
舞姫/森鴎外
ロマンス小説と7日間/三浦しをん
人間失格/太宰治
時をかける少女/筒井康隆
僕は明日、昨日のきみとデートする/七月隆文",2018-05-29_21:00:00
@purechocolate90,"#名刺代わりの小説10選
十二国記/小野不由美
デルフィニア戦記/茅田砂胡
喪神の碑/津守時生
銀河英雄伝説/田中芳樹
ゲド戦記/ル・グイン
鬼籍通覧/椹野道流
彩雲国物語/雪乃彩衣
詐騎士/かいとーこ
銀河鉄道の夜/宮澤賢治
スワンドール奇譚/剛しいら",2018-05-29_21:00:00
