screenname,tweet,key
@ObakeNoko,"#名刺代わりの小説10選
ボッコちゃん 星新一
春にして君を離れ ｸﾘｽﾃｨ
隣の家の少女 ｹｯﾁｬﾑ
死にたくなったら電話して 李龍徳
まっ白な嘘 ﾌﾞﾗｳﾝ
他人事 平山夢明
ライ麦畑でつかまえて ｻﾘﾝｼﾞｬｰ
ずっとお城で暮らしてる ｼﾞｬｸｽﾝ
鳥 ﾓｰﾘｱ
オペラ座の怪人 ﾙﾙｰ",2020-08-06_15:00:00
@natsutohikari,"#名刺代わりの小説10選
古井由吉 / 山躁賦
大江健三郎 / 万延元年のフットボール
ロベルト・ムージル / 愛の完成
いとうせいこう / ノーライフキング
朝吹真理子 / きことわ
夢野久作 / 人間腸詰

小説をいかに読んでいないかがバレる(10を上げられない)",2018-10-21_15:00:00
@sui607,"#名刺代わりの小説10選 
飛ぶ教室/エーリヒ・ケストナー
ネバーランド/恩田陸
はてしない物語/ミヒャエル・エンデ
英国幻視の少年たち/深沢仁
十二国記/小野不由美
ネシャン・サーガ/ラルフ・イーザウ
天体議会/長野まゆみ
踊るジョーカー/北山猛邦
ギフト/日明恩
福音の少年/あさのあつこ",2018-10-21_15:00:00
@neeeeecco,"#名刺代わりの小説10選
冲方丁/ばいばい、アース
冲方丁/マルドック・スクランブル
古川日出男/アラビアの夜の種族
古川日出男/沈黙／アビシニアン
伊藤計劃/ハーモニー
クラーク/幼年期の終わり
西尾維新/戯言シリーズ
京極夏彦/百鬼夜行シリーズ
吉本ばなな/キッチン
二階堂奥歯/八本脚の蝶",2018-10-21_15:00:00
@IHATOV1933,"#名刺代わりの小説10選
宮沢賢治 / 銀河鉄道の夜
太宰治 / 女生徒
長野まゆみ / 鉱石倶楽部
小川洋子 / 薬指の標本
三浦しをん / きみはポラリス
森見登美彦 / 宵山万華鏡
有栖川有栖 / ブラジル蝶の謎
島田荘司 / 異邦の騎士
コナン・ドイル / 四つの署名
トーベ・ヤンソン / ムーミンパパの思い出",2018-10-21_15:00:00
@ai06153905,"#名刺代わりの小説10選
みぞれ(重松清)
悼む人(天童荒太)
まほろ駅前番外地(三浦しをん)
昨夜のカレー、明日のパン(木皿泉)
岸辺の旅(湯本香樹実)
キッチン(吉本ばなな)
センセイの鞄(川上弘美)
しゃばけ(畠中恵)

続く",2020-08-11_09:00:00
@ai06153905,"#名刺代わりの小説10選
シャーロック･ホームズの冒険(ｱｰｻｰ・ｺﾅﾝ・ﾄﾞｲﾙ)
ジーヴスの事件簿 才智縦横の巻(P･G･ｳｯﾄﾞﾊｳｽ)",2020-08-11_09:00:00
@ai06153905,"#名刺代わりの小説10選
やってみて気付いたけど、私はあんまり小説(本)を読んでいないな(;´∀｀)",2020-08-11_09:00:00
@popo_mameume,"#名刺代わりの小説10選
ミステリー小説が好きです📕
アニメ化や映画化から入るミーハータイプ笑 pic.twitter.com/Y0Ihxj70t2",2018-01-31_21:00:00
@u_eshachiku,"#名刺代わりの小説10選

姑獲鳥の夏
剣客商売
QED
箱男
ばんば憑き
ついてくるもの
七回死んだ男
夢十夜
人形
安吾捕物帖

偏りがひどいな",2018-01-31_21:00:00
@u_eshachiku,"#名刺代わりの小説10選

マチルダは小さな大天才
乳房になった男
黒猫
アラビー
ラヴデイ氏のちょっとした遠出
怪談
二十日鼠と人間
変身
ムーミン
タール博士とフェザー教授の療法

海外編
映像化したのばっかりな",2018-01-31_21:00:00
@m16209101,"#名刺代わりの小説10選 みて、読んだことない日本人作家が多いことに気づき、日本人読みまくった１ヶ月。
でも途中 トニモリスン の #青い目がほしい を読んで、やはり海外の作品が好きだと思った。自分が想像し難い文化や境遇に想いを馳せたい、登場人物と自分との接点や普遍的な価値を考えるのが好き",2020-07-28_03:00:00
@00DAINICHI00,"高瀬舟
at home
舟を編む
その時は彼によろしく
夜の写本師
儚い羊たちの祝宴
ティファニーで朝食を
モダンタイムス
椿姫
芋虫
 #名刺代わりの小説10選",2020-07-28_03:00:00
@Brendan0005,"月に吠える
グッド・バイ
夜魔
宝石商リチャード氏の謎鑑定
瓶詰地獄
猫町
海神別荘
夜叉ヶ池
Jinx
ヴァンパイア・キス
 #名刺代わりの小説10選",2020-07-28_03:00:00
@akumakisaki,"#名刺代わりの小説10選
暗黒女子/秋吉理香子
阪急電車/有川浩
サクリファイス/近藤史恵
ヘヴン/川上未映子
クリムゾンの迷宮/貴志祐介
魍魎の匣/京極夏彦
その日のまえに/重松清
また、同じ夢を見ていた/住野よる
すべてがFになる/森博嗣
恋文の技術/森見登美彦

どうして10冊だけなのよォオオ〜ッ!!",2020-01-22_21:00:00
@BuchiageQOL,"かもめのジョナサン/リチャードバック
野火/大岡昇平
時計仕掛けのオレンジ/アンソニーバージェス
オーデュボンの祈り/伊坂幸太郎
アイネクライネナハトムジーク/伊坂幸太郎
フライダディフライ/金城一紀
のぼうの城/和田竜
1984/ジョージオーウェル
四畳半神話大系/森見登美彦 #名刺代わりの小説10選",2020-01-22_21:00:00
@NIN0TUGI,"#名刺代わりの小説10選
かいけつゾロリ
ほうれんそうマン
妖怪レストラン
ニック・シャドウの真夜中の図書館
ダレン・シャン
デルトラクエスト
黒魔女さんが通る！
学校の怪談
もしかしたら名探偵
パスワードは秘密",2020-09-01_21:00:00
@sakka_trabajos,"#名刺代わりの小説10選
キャッチ＝22/ジョセフ・ヘラー
タタール人の砂漠/ブッツァーティ
ストーナー/ジョン・ウィリアムズ
世界泥棒/桜井晴也
伝奇集/ボルヘス
中二階/ニコルソン・ベイカー
真夜中の子供たち/ラシュディ
ゴドーを待ちながら/ベケット
幼年期の終わり/クラーク
カフカ短編集/カフカ",2020-09-01_21:00:00
@EiU2ukqFCndsye4,"流星ワゴン/重松清
その日のまえに/重松清
夜は短し歩けよ乙女/森見登美彦
恋文の技術/森見登美彦
暗幕のゲルニカ/原田マハ
深夜特急/沢木耕太郎
葉桜の季節に君を想うということ/歌野晶午
今夜、すべてのバーで/中島らも
一瞬の風になれ/佐藤多佳子
半分の月がのぼる空/橋本紡
#名刺代わりの小説10選",2020-09-01_21:00:00
@psychogun427,"#名刺代わりの小説10選
「青が散る」宮本輝
「狼のユーコン河」西村寿行
「オイディプスの刃」赤江瀑
「家族八景」筒井康隆
「九月の空」高橋三千綱
「コインロッカーベイビーズ」村上龍
「戦国自衛隊」半村良
「水滸伝」北方謙三
「B面の最初の曲」片岡義男
「プロメテウスの乙女」赤川次郎 pic.twitter.com/ij7POIDIVV",2020-09-01_21:00:00
@kokko1827,"#名刺代わりの小説10選
ナイフ/重松清
ハケンアニメ!/辻村深月
きみの友だち/重松清
ぼくのメジャースプーン/辻村深月
バッテリー/あさのあつこ
スターティング・オーヴァー/三秋縋
その日の前に/重松清
かがみの孤城/辻村深月
十字架/重松清
スコーレNo.4/宮下奈都

偏りまくり",2020-09-01_21:00:00
@chii0iihc,"十二国記
ブギーポップは笑わない
Missing
レジンキャストミルク
アカイロ/ロマンス
問題児達が異世界から来るそうですよ？
カンピオーネ！
魔弾の王と戦姫
付喪堂骨董店
文句の付けようがないラブコメ

 #名刺代わりの小説10選
異能出てこない作品/zero",2020-09-01_21:00:00
@Aqualung6,"#名刺代わりの小説10選

そして誰もいなくなった/A.クリスティ
まだらの紐/C.ドイル
IT/S.キング
ハチ公の最後の恋人/吉本ばなな
検屍官/P.コーンウェル
新宿鮫/大沢在昌
世界の終わりとハードボイルドワンダーランド/村上春樹
ボーン・コレクター/J.ディーヴァー
ある男/平野啓一郎
蜜蜂と遠雷/恩田陸",2020-09-01_21:00:00
@ricoshirasato46,"#名刺代わりの小説10選

守り人シリーズ
十二国記
しゃばけ
星の王子さま
モモ
赤毛のアン
ハリーポッター
レッドデータガール
GOSICK
木かげの家の小人たち

断腸の思いで10に絞った。少女趣味全開だ……。",2017-11-28_09:00:00
@piedpiperHisako,"#名刺代わりの小説10選

闇の公子
鏡のなかの鏡ー迷宮ー
はてしない物語
ハーメルンの死の舞踏
炎の戦士クーフリン
花の魔法、白のドラゴン
パイレーティカ
星をのんだかじや
泣いた赤鬼
黒猫

……10選ぶの大変!",2017-11-28_09:00:00
@hikarinoahureru,"#名刺代わりの小説10選

月の影 影の海
風の海 迷宮の岸
東の海神 西の滄海
風の万里 黎明の空
図南の翼
黄昏の岸 暁の空
華胥の夢
丕緒の鳥
魔性の子

10個ない……
続き……はよ……",2017-11-28_09:00:00
@wawonaya_ougi,"千億の夜をこえて/桑原水菜
キスよりもその口唇で/花川戸菖蒲
月の影 影の海/小野不由美
扉を開けて/新井素子
公衆便所の聖者/宇能鴻一郎
薔薇はもうこない/野村史子
明日が世界の終わりでも/榎田尤利
FRAGILE/木原音瀬
野菜畑で会うならば/佐々木禎子
禽獣の系譜/花郎藤子
#名刺代わりの小説10選",2017-11-28_09:00:00
@mya_dec24,"#名刺代わりの小説10選

気まぐれロボットシリーズ
高瀬舟
吾輩は猫である
青の炎
炎の蜃気楼
私説三国志
キノの旅
エルマーの冒険シリーズ
グイン・サーガ
ハリポタシリーズ

ジャンルばらばら～",2017-11-28_09:00:00
@hiromix_MB,"炎の蜃気楼：桑原水菜
月の影　影の海：小野不由美
十角館の殺人：綾辻行人
ももちゃんとプー：松谷みよ子
ぼくらの七日間戦争：宗田理
さよならバースディ：荻原浩
寒冷前線コンダクター：秋月こお
剣客商売：池波正太郎
恩田陸：夜のピクニック
折原みと：時の輝き
#名刺代わりの小説10選
難しい！",2017-11-28_09:00:00
@mojimojikaki,"海の底
新世界より
そして誰もいなくなった
花宵道中
この闇と光
ハリーポッターとアズカバンの囚人
ナルニア国物語
ガフールの勇者たち
RDG
みをつくし料理帖
 #名刺代わりの小説10選",2017-11-28_09:00:00
@kinuta_ya,"#名刺代わりの小説10選

ブギーポップは笑わない
キノの旅Ⅲ
星の大地
ノルウェイの森
羅生門
蒲団
サロメ
死にぞこないの青
狗神
姑獲鳥の夏

色々読んでても、結局は学生の時に読んだものばかり…！
戯言シリーズは途中で挫折しました_(:3 」∠)_",2017-11-28_09:00:00
@TsurumakiYou,"#名刺代わりの小説10選
『精霊の守り人』
『闇の守り人』
『夢の守り人』
『虚空の守り人』
『神の守り人』
『蒼路の旅人』
『天と地の守り人』
『狐笛のかなた』

ええ、どっぷりハマっております。",2017-11-28_09:00:00
@hikarinoahureru,"#名刺代わりの小説10選

このタグで十二国記あげてる人多いなぁ。ナカーマ。だが十二国記しかあげてないのは私だけであろうなふふふ。",2017-11-28_09:00:00
@raki_tourabu,"屍鬼
十二国記
ゴーストハント
魍魎の匣
銀河英雄伝説
アルスラーン戦記
愛してポンペイ狂詩曲
炎の蜃気楼
間の楔
鼓が淵

#名刺代わりの小説10選",2017-11-28_09:00:00
@mugikkie_kome,"おにへーはんかちょう
もえよけん
きょうかく
にんげんいす
おしえとたびするおとこ
さんしょうたゆう
きみのともだち
どろのちょう
みぶぎしでん
はなおかせいしゅうのつま
 #名刺代わりの小説10選",2017-11-28_09:00:00
@Ryoko_sg,"ハイスクールオーラバスター
破妖の剣
ちょーシリーズ
影の王国
スラムフィッシュ
アル＝ナグクルーンの刻印
金星特急
彩雲国物語
十二国記
戯言シリーズ

#名刺代わりの小説10選

ラノベ縛りで。",2017-11-28_09:00:00
@minmin70,"#名刺代わりの映画10選
#名刺代わりの小説10選
#名刺代わりの海外ドラマ10選 

こういうのってやった後にさ、他の人の見て、あーそうじゃんあれがあったじゃん！なんであれ忘れてんの自分バカなの？ってところまでが一連の流れ。 pic.twitter.com/Ha9ZrAoqaD",2017-11-28_09:00:00
@noir5_main,"指輪物語
ずっとお城で暮らしてる
ジェーン・エア
ジーヴスシリーズ
ささやかだけれど、役にたつこと
春にして君を離れ
チャリング・クロス街84番地
軽いめまい
ポースケ
ドクター・スリープ（できたらシャイニングとセットにして欲しい）

 #名刺代わりの小説10選",2017-11-28_09:00:00
@Jyn_tw,"#名刺代わりの小説10選

『獣の奏者』上橋菜穂子
『彩雲国物語』雪乃紗衣
『夜は短し歩けよ乙女』森見登美彦
『ロッキン・ホース・バレリーナ』大槻ケンヂ
『少女七竃と七人の可愛そうな大人』桜庭一樹
『図書館戦争』
『植物図鑑』
『阪急電車』有川浩
『心霊探偵八雲』神永学
『リカ』五十嵐貴久",2017-11-28_09:00:00
@erumasu_tw,"#名刺代わりの小説10選

銀河英雄伝説
デルフィニア戦記
スカーレット・ウィザード
十二国記（風の万里（下）と図南）
トワイライト・サーガ
プリズン・ホテル
シルマリルの物語
ハリー・ポッターとアズカバンの囚人

同じ本を何度も読むのと図鑑好きなこともあって10選もでない _(:3 」∠)_",2017-11-28_09:00:00
@shiromachi,"#名刺代わりの小説10選　
・穴（ルイス・サッカー）
・虔十公園林（宮沢賢治）
・モンテ・クリスト伯
・クラバート（プロイスラ―）
・流れる(幸田文)
・丘の家のジェーン（モンゴメリ）
・図南の翼（小野不由美）
・秘密の花園
・猫と庄造とふたりの女(谷崎潤一郎)
・水のなかの何か（マクラウド）",2017-11-28_09:00:00
@yu_riru_holysla,"#名刺代わりの小説10選
ドラゴンクエストシリーズ
ビースト三獣士
スレイヤーズ
魔術師オーフェンはぐれ旅
NG騎士ラムネ&40
影の王国
公家武者松平信平
ソードアート・オンライン
ロバート・ラングドンシリーズ
精霊の守り人シリーズ",2017-11-28_09:00:00
@choriso9638,"#名刺代わりの小説10選

この世の彼方の海(ムアコック
宮本武蔵(吉川英治
剣客商売(池波正太郎
暗闇坂の人喰いの木(島田荘司
たったひとつの冴えたやり方(ティプトリーJr
妖魔の森の家(カー
獅子王アレクサンドロス(阿刀田高
フランケンシュタイン(シェリー
蒼穹の昴(浅田次郎
魍魎の匣(京極夏彦",2017-11-28_09:00:00
@tK24HBywqDK56jr,"#名刺代わりの小説10選
炎の蜃気楼　桑原水菜
罪と罰　ドストエフスキー
駆け込み訴え　太宰治
銀河英雄伝説　田中芳樹
アッシャー家の崩壊　ポー
堕落論　坂口安吾
家守奇譚　梨木香歩
きつねのはなし　森見登美彦
光の帝国　恩田陸　
屍鬼　小野不由美

今、思いつく限りで。バレる自分の傾向……",2017-11-28_09:00:00
@marimouper,"狗神(坂東眞砂子)
故郷(魯迅)
天竺漫遊記(流星香)
博士の愛した数式(小川洋子)
感情教育(中山可穂)
駆込み訴え(太宰治)
流血女神伝(須賀しのぶ)
さようなら、と君は手を振った(木原音瀬)
雁(森鴎外)
卒塔婆小町(中山可穂)
#名刺代わりの小説10選

やばい大学出てから世界が変化してない",2017-11-28_09:00:00
@algol2009,"#名刺代わりの小説10選
妖星伝
夕ばえ作戦
時の葦舟
姿三四郎
お召し
デューン／砂の惑星
薔薇の荘園
わが赴くは蒼き大地
賢者の石
街の博物誌

……平井和正以外で。やっぱり昭和。",2017-11-28_09:00:00
@kimono_haruka,"だれも知らない小さな国
そばかす先生のふしぎな学校
犬神家の一族
占星術殺人事件
姑獲鳥の夏 
魔界都市新宿
アルスラーン戦記
なんて素敵にジャパネスク
巷説百物語
天切り松闇語り

 #名刺代わりの小説10選",2017-11-28_09:00:00
@RionasSammy,"#名刺代わりの小説10選
怪盗紳士
おだやかな隣人
キノの旅（Ⅰ〜Ⅹ？）
ブギーポップは笑わない
（エンバーミングまで）
こころ
桜桃
手のひらの迷路
東京DOLL
眠れる美女
イニシエーション・ラブ",2017-11-28_09:00:00
@ToyokoYujiro,"龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨
龍神の雨

#名刺代わりの小説10選",2017-11-28_09:00:00
@ricoshirasato46,"#名刺代わりの小説10選
というわけで試しにゴリゴリ限定にしてみた。母数の少なさを思い知った。

容疑者Xの献身
アルジャーノンに花束を
罪と罰
グスコーブドリの日記
坂の上の雲
路傍の石
老人と海
最後の一葉
クリスマス・キャロル
山椒大夫",2017-11-28_09:00:00
@denkineko_tig,"#名刺代わりの小説10選

姑獲鳥の夏
本陣殺人事件
果てしない物語
アリスの国の殺人
モルグ街の殺人
アルジャーノンに花束を
歌う船
十二国記
ラヴクラフト全集
グイン・サーガ

陰惨なふいんき。",2017-11-28_09:00:00
@mirufanx,"#名刺代わりの小説10選
こころ
夢十夜
花曝れ首
我が手に拳銃を
神の火
呪の血脈
陰翳礼讃
黒祠の島
沈黙
星新一（ショートショート） 

・・・かなw",2017-11-28_09:00:00
@hoshinami629,"トールキン『指輪物語』『シルマリルの物語』
ル=グウィン『ゲド戦記』シリーズ
ドストエフスキー『カラマーゾフの兄弟』
カミュ『異邦人』
ヘッセ『シッダルタ』
泉鏡花『歌行燈』
宮沢賢治『銀河鉄道の夜』
川端康成『湖』
原民喜『心願の国』
#名刺代わりの小説10選

10作品に絞るの難しい…",2017-11-28_09:00:00
@gt_orihekira,"シルマリルの物語
指輪物語
シャムロック・ティー
アルテミス・ファウルシリーズ
世にも不幸な出来事シリーズ
スパイダーウィック家の謎
不思議の国のアリス
シェーラひめのぼうけん
四畳半神話体系
No.6
#名刺代わりの小説10選
児童向け多いあのあれと森見先生は全部好きなあれ",2017-11-28_09:00:00
@Harnest_rucis,"「東京タワー」江國香織
「天使の卵」村山由佳
「池袋ウエストゲートパーク」石田衣良
「おいしいコーヒーの入れ方」村山由佳

10も記憶に残ってなかった(  ；∀；)

 #名刺代わりの小説10選",2017-11-28_09:00:00
@magoagu2,"有頂天家族
青空の卵シリーズ
百鬼夜行シリーズ
ネバーランド
夢水清志郎シリーズ
聖なる怠け者の冒険
ブレイブストーリー
十五少年漂流記
はやぶさ
銀河鉄道の夜
 #名刺代わりの小説10選

シリーズとつけることで辛うじておさめてるよね
むしろ作者名でいきたいよね",2017-11-28_09:00:00
@nanamaru_74,"映画よりこっちの方がむずかしいよ！きっと他にもあるけど、パッと思いついたのだけ…。
#名刺代わりの小説10選

果てしない物語
モモ
大きな森の小さな家
指輪物語
光の帝国
ガダラの豚
女王の百年密室
私を離さないで
カラマーゾフの兄弟
百年の孤独",2017-11-28_09:00:00
@ta6165618,"#名刺代わりの小説10選
果てしなき渇き。
死は、望むところ。
ダブル
暗礁
ショットガンロード
疫病神
ストロベリーナイト
感染遊戯
インブルビジレイン
ブルーマーダー",2017-11-28_09:00:00
@nackdeen,"#名刺代わりの小説10選
(順不同)
鋼鉄番長の密室
GARMWARS  白銀の審問艦
僕の血を吸わないで
僕にお月様を見せないで
龍は眠る
虐殺器官
All You Need Is Kill
容疑者Xの献身
ズッコケ3人組
猫に知られるなかれ",2017-11-28_09:00:00
@otukurisan3,"#名刺代わりの小説10選
一刀斎夢録
モモ
パラサイト・イヴ
ぼっけえきょうてえ
香水〜ある人殺しの物語〜
天使の囀り
蘆屋家の崩壊
忌中
悪童日記
ドラゴンクエスト4〜6",2017-11-28_09:00:00
@yuki_cre,"#名刺代わりの小説10選
中継ステーション　鋼鉄都市　裸の太陽　幻魔大戦　クリスタル・シンガー　ここがウィネトカなら、きみはジュディ　二分割幽霊綺譚　タイム・リープ あしたはきのう　レンズマン・シリーズ　スプロール・シリーズ(ニューロマンサー他)　★接続された女も好きです",2017-11-28_09:00:00
@sato_bri11ante,"#名刺代わりの小説10選

ジョーカー・ゲーム
死神の精度
植物図鑑
夜は短し歩けよ乙女
氷菓
吉祥寺の朝日奈くん
暗いところで待ち合わせ
四日間の奇蹟
天の瞳
文学少女",2017-11-28_09:00:00
@mmymyukari,"#名刺代わりの小説10選
大地の子/山崎豊子
燃えよ剣/司馬遼太郎
白夜行/東野圭吾
ボッコちゃん/星新一
吾輩は猫である/夏目漱石
私が・棄てた・女/遠藤周作
半落ち/横山秀夫
慟哭/貫井徳郎

2〜3冊かぶった人への親近感よ…、
本っていいよね",2020-08-05_09:00:00
@terauchiakari,"#名刺代わりの小説10選
容疑者xの献身/東野圭吾
眠りの森/東野圭吾
祈りの幕が下りる時/同
流星の絆/同
十角館の殺人/綾辻行人
水車館の殺人/同
迷路館の殺人/同
告白/湊かなえ
砂のお城の王女たち/赤川次郎
謎解きはディナーのあとで/東川篤哉

 下2つを読んだのは、随分前ですが。",2020-08-05_09:00:00
@kkthum37,"#名刺代わりの小説10選

時給三〇〇円の死神/藤まる
mediumu/相沢沙呼
愛なき世界/三浦しをん
屍人荘の殺人/今村昌弘
恋する寄生虫/三秋縋
天国までの49日間/櫻井千姫
終電の神様/阿川大樹
イシュタムコード/川口祐産
15歳のテロリスト/松村涼哉
拝啓、十年後の君へ/天沢夏月
#読書好きと繋がりたい",2020-08-05_09:00:00
@3shigehara,"#名刺代わりの小説10選
①華氏451度
②ルーンの子供たち
③毎日晴天！シリーズ
④HARD LUCK
⑤痴人の愛
⑥密やかな結晶
⑦夜と霧
⑧アウシュヴィッツの図書係
⑨弟の戦争
⑩マザーランドの月

愛と欲と書物の力、人間を見つめる本が好きです。",2020-08-05_09:00:00
@gyroscope_lush,"今日も今日とて、
伊坂幸太郎ワールドの再読住人です。

どちらにしようかなぁ🤔

#名刺代わりの小説10選
#名刺代わりの伊坂幸太郎
#伊坂幸太郎
#ホワイトラビット
#フーガはユーガ
#読書好き
#本のある暮らし
#贅沢な暮らし pic.twitter.com/KTB9jD1eic",2020-08-05_09:00:00
@ikep72865553,"#名刺代わりの小説10選
(海外編)
黒後家蜘蛛の会/アシモフ
アウシュヴィッツの図書係/イトゥルベ
アルジャーノンに花束を/キイス
Xの悲劇/クイーン
ABC殺人事件/クリスティ
クロイドン発12時30分/クロフツ
刑罰/シーラッハ
毒入りチョコレート事件/バークリー
カササギ殺人事件/ホロヴィッツ
黒猫/ポー",2020-08-05_09:00:00
@kawanobeKikuRyu,"#名刺代わりの小説10選 

足りませんでした

野川　古井由吉
光　日野啓三
愛と幻想のファシズム　村上龍
静かな大地　池澤夏樹
からくりからくさ　梨木果歩
麦踏みクーツェ　いしいしんじ

以下春樹
風の歌を聴け　
世界の終わりとハードボイルドワンダーランド
ねじ巻き鳥クロニクル
海辺のカフカ",2020-02-25_15:00:00
"Replying to
          @kawanobeKikuRyu","#名刺代わりの小説10選

たまにはやりましょうかね。

贖罪　マキューアン
ペスト　カミュ
本当の戦争の話をしよう　オブライエン
スモーク　オースター
アウステルリッツ　ゼーバルト
カラマーゾフの兄弟　ドストエフスキー
神秘の島　ヴェルヌ
ノーザンライト　星野道夫
羊を巡る冒険　村上春樹",2020-02-25_15:00:00
@mortal3939,"#名刺代わりの小説10選
趣味が露呈する……😌 pic.twitter.com/bqW6gE33ie",2019-08-11_15:00:00
@kkk_haniwahani,"高瀬舟/森鴎外
塩狩峠/三浦綾子
夢十夜/夏目漱石 
白夜行/東野圭吾
地獄変/芥川龍之介
春琴抄/谷崎潤一郎
昆虫記/J.-H.ファーブル
夜と霧/ヴィクトール・フランクル
少年の日の思い出/ヘルマン・ヘッセ
実存主義とは何か/J.-P.サルトル
#名刺代わりの小説10選
#読書好きと繋がりたい",2019-08-11_15:00:00
@nrifiniminim,"#名刺代わりの小説10選

夜と霧:Vフランクル
泳ぐのに、安全でも適切でもありません:江國香織
飼育:大江健三郎
宿敵:遠藤周作
ビロードのうさぎ:Mビアンコ
壬生義士伝:浅田次郎
三毛猫ホームズ:赤川次郎
きまぐれロボット:星新一
黒い雨:井伏鱒二
聊斎志異:蒲松齢",2019-08-11_15:00:00
@tohko902,"#名刺代わりの小説10選

地獄変／芥川龍之介
浮世の画家／カズオ・イシグロ
コッペリア／加納朋子
二人道成寺／近藤史恵
乙女の密告／赤染晶子
やがて海へと届く／彩瀬まる
かたづの！／中島京子
オリガ・モリソヴナの反語法／米原万里
深い疵／ネレ・ノイハウス
あの本は読まれているか／プレスコット",2020-08-23_09:00:00
@yukiko18570752,"#名刺代わりの小説10選
ヴォイド・シェイパ/森博嗣
チーム・バチスタの栄光/海堂尊
暗いところで待ち合わせ/乙一
失はれる物語/乙一
十二国記/小野不由美
流浪の月/凪良ゆう
黄金の王 白銀の王/沢村凛
神様のカルテ/夏川草介
天地明察/冲方丁
赤毛のアン/ L・M・モンゴメリ",2020-08-23_09:00:00
@skmmy_0407,"三国志（一）桃園の巻
三国志（ニ）群星の巻
三国志（三）草奔の巻
三国志（四）臣道の巻
三国志（五）孔明の巻
三国志（六）赤壁の巻
三国志（七）望蜀の巻
三国志（八）図南の巻
三国志（九）出師の巻
三国志（十）五丈原の巻/吉川英治
#名刺代わりの小説10選",2018-11-20_21:00:00
@mizutamadotto39,"#名刺代わりの小説10選

キッチン／吉本ばなな
センセイの鞄／川上弘美
オーデュポンの祈り／伊坂幸太郎
強運の持ち主／瀬尾まいこ
季節風／重松清
デューク／江國香織
モモ／ミヒャエル・エンデ
萌の朱雀／河瀬直美
ポプラの秋／湯本香樹実
ツバキ文具店／小川糸",2018-11-20_21:00:00
@piyooooomame,"「家守綺譚」梨木香歩
「出星前夜」飯嶋和一
「銀河英雄伝説」田中芳樹
「阿片戦争」陳舜臣
「坂の上の雲」司馬遼太郎
「コンスタンティノープルの陥落」塩野七生
「天平の甍」井上靖
「ハンニバル戦争」佐藤賢一
「後宮小説」酒見賢一
「有頂天家族」森見登美彦

 #名刺代わりの小説10選",2018-11-20_21:00:00
@TAInoTAI,"#名刺代わりの小説10選
コレノ「水晶の宮殿」
ルルー「黄色い部屋の謎」
ルブラン「奇岩城」
ドイル「バスカヴィル家の犬」
ゲーテ「君よ知るや南の国」
ムーア「シャンブロウ」
山田正紀「崑崙遊撃隊」
山田正紀「ツングース特命隊」
山田風太郎「幻燈辻馬車」
ムゼーウス「リヒルデ」",2018-11-20_21:00:00
@__Hallelujahxx,"#名刺代わりの小説10選

神様のボート/江國香織
ウエハースの椅子/江國香織
感情教育/中山可穂
猫背の王子/中山可穂
紙婚式/山本文緒
恋愛中毒/山本文緒
恋の病/狗飼恭子
低温火傷 愛のためにしか生きられない人/狗飼恭子
キスまでの距離/村山由佳
天使の卵/村山由佳",2017-12-19_03:00:00
@hisambivalence,"#名刺代わりの小説10選
谷崎潤一郎「痴人の愛」
夢野久作「少女地獄」
米澤穂信「玉野五十鈴の誉れ」
ｻﾝﾃｸﾞｼﾞｭﾍﾞﾘ「星の王子さま」
ｴﾄﾞｶﾞｰｱﾗﾝﾎﾟｰ「群衆の人」
江戸川乱歩「人間椅子」
江戸川乱歩「心理試験」
夏目漱石「こころ」
堀辰雄「風立ちぬ」
夢野久作「ドグラマグラ」 pic.twitter.com/225iAeEBRb",2018-08-24_21:00:00
@tatsumuto8822,"#名刺代わりの小説10選
アルジャーノンに花束を 
マチネの終わりに
上杉鷹山
宮本武蔵
星の王子さま
ソフィーの世界
フェルマーの最終定理
シャーロック・ホームズシリーズ
人間失格
アンドロイドは電気羊の夢を見るか？",2018-09-28_09:00:00
@sugukonkon,"#名刺代わりの小説10選
「一刀斎夢録」浅田次郎
「壬生義士伝」浅田次郎
「化け札」吉川永青
「兵」木下昌輝
「人魚ノ肉」木下昌輝
「戊辰繚乱」天野純希
「破天の剣」天野純希
「華、散りゆけど 真田幸村連戦記」海道龍一朗
「夢の燈影　新選組無名録 」小松エメル
「虎の牙」武川佑
こんな感じです。",2018-11-03_21:00:00
@kuragezoa,"夢野久作　　ドグラ・マグラ
時雨沢恵一　キノの旅
辻村深月　　ぼくのメジャースプーン
森見登美彦　恋文の技術
荻原規子　　白鳥異伝
道尾秀介　　向日葵の咲かない夏
カフカ　　　変身
冲方丁　　　天地明察
阿部智里　烏に単は似合わない
米澤穂信　いまさら翼といわれても
#名刺代わりの小説10選",2019-06-03_21:00:00
@nigiwai72,"私は趣味が一貫してない人間で...
以前、交流範囲を拡げる為に　#名刺代わりの小説10選　やってみようかと言われてたと思いますが、趣味全開で一度やってみたらいかがでしょうか？
それと一貫性という点で、見る方向は違うかもしれないですが藍川蘭という方のツイートをオススメしてみます。",2019-06-03_21:00:00
